Procurement_ID,Order_Date,Department_ID,Category_ID,Supplier_ID,Procurement_Method,Quantity,Estimated_Unit_Price_AZN,Actual_Unit_Price_AZN,Contract_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Region,Quality_Score
PR-2024-00165,2024-09-30,DEP-006,CAT-015,SUP-080,Open Tender,4,2821.4,2510.61,2024-10-09,2024-12-05,2024-11-29,Completed,Baku,4.0
PR-2024-00166,2024-08-25,DEP-003,CAT-017,SUP-076,Request for Quotation,14,578.59,552.44,2024-09-01,2024-09-19,2024-09-15,Completed,Baku,4.8
PR-2025-00167,2025-08-04,DEP-010,CAT-024,SUP-047,Direct Purchase,158,18.2,18.78,2025-08-18,2025-09-23,2025-09-23,Completed,Baku,4.8
PR-2024-00168,2024-11-16,DEP-009,CAT-017,SUP-060,Framework Agreement,45,1788.07,1880.06,2024-12-13,2025-01-05,2025-01-05,Completed,Baku,3.6
PR-2026-00169,2026-02-16,DEP-008,CAT-012,SUP-119,Direct Purchase,4,15827.88,15206.31,2026-03-02,2026-04-05,,In Progress,Shaki,
PR-2026-00170,2026-07-08,DEP-005,CAT-012,SUP-024,Open Tender,1,16027.77,14026.76,2026-07-13,2026-08-06,,In Progress,Baku,
PR-2026-00171,2026-01-13,DEP-010,CAT-016,SUP-056,Direct Purchase,1,19165.79,18489.17,2026-02-05,2026-03-11,2026-03-02,Completed,Baku,4.9
PR-2024-00172,2024-09-02,DEP-012,CAT-004,SUP-007,Open Tender,17,6608.89,6226.48,2024-09-05,2024-10-21,,Cancelled,Baku,
PR-2024-00173,2024-04-26,DEP-005,CAT-014,SUP-116,Framework Agreement,7,1773.15,1567.27,2024-05-05,2024-06-16,2024-06-24,Completed,Baku,4.8
PR-2025-00174,2025-09-30,DEP-004,CAT-020,SUP-044,Request for Quotation,301,1.48,1.58,2025-10-16,2025-12-10,2025-12-11,Completed,Baku,4.3
PR-2024-00175,2024-06-09,DEP-008,CAT-007,SUP-086,Open Tender,886,35.53,31.59,2024-06-20,2024-08-17,,In Progress,Ganja,
PR-2026-00176,2026-07-05,DEP-002,CAT-007,SUP-020,Request for Quotation,993,4.94,4.67,2026-07-30,2026-08-23,2026-08-31,Completed,Baku,3.9
PR-2025-00177,2025-02-21,DEP-004,CAT-006,SUP-062,Request for Quotation,24,8217.23,9050.55,2025-03-03,2025-03-18,2025-03-24,Completed,Baku,4.1
PR-2025-00178,2025-04-01,DEP-011,CAT-015,SUP-079,Open Tender,5,3237.94,3061.08,2025-04-17,2025-05-03,2025-05-07,Completed,Baku,4.6
PR-2025-00179,2025-05-03,DEP-008,CAT-003,SUP-040,Open Tender,62,307.33,272.46,2025-05-10,2025-06-11,2025-06-07,Completed,Ganja,4.6
PR-2025-00180,2025-06-19,DEP-005,CAT-012,SUP-029,Open Tender,12,1831.74,1584.16,2025-06-27,2025-07-25,2025-07-24,Completed,Ganja,3.9
PR-2024-00181,2024-05-23,DEP-002,CAT-008,SUP-017,Open Tender,498,32.1,29.2,2024-06-10,2024-08-05,2024-08-01,Completed,Sumgayit,4.6
PR-2025-00182,2025-08-20,DEP-006,CAT-007,SUP-021,Open Tender,843,8.09,7.22,2025-09-07,2025-09-23,,In Progress,Baku,
PR-2024-00183,2024-02-08,DEP-007,CAT-021,SUP-058,Direct Purchase,18,250.12,243.81,2024-03-01,2024-04-14,2024-04-15,Completed,Baku,4.8
PR-2025-00184,2025-12-22,DEP-005,CAT-023,SUP-063,Request for Quotation,318,59.91,56.11,2026-01-14,2026-02-13,2026-02-10,Completed,Baku,4.4
PR-2024-00185,2024-02-21,DEP-009,CAT-019,SUP-106,Request for Quotation,982,507.12,487.03,2024-03-09,2024-03-27,2024-04-08,Completed,Baku,3.5
PR-2025-00186,2025-05-19,DEP-008,CAT-019,SUP-016,Request for Quotation,841,458.3,453.06,2025-05-21,2025-07-06,2025-07-13,Completed,Ganja,3.5
PR-2026-00187,2026-05-01,DEP-001,CAT-004,SUP-001,Open Tender,19,1456.26,1309.02,2026-05-23,2026-06-16,2026-06-13,Completed,Baku,4.1
PR-2026-00188,2026-03-01,DEP-009,CAT-017,SUP-050,Open Tender,99,1667.52,1555.51,2026-03-12,2026-04-27,,In Progress,Lankaran,
PR-2025-00189,2025-09-21,DEP-005,CAT-023,SUP-055,Open Tender,59,10.85,9.87,2025-10-08,2025-10-18,,In Progress,Baku,
PR-2026-00190,2026-04-23,DEP-010,CAT-024,SUP-014,Direct Purchase,275,10.93,9.3,2026-04-30,2026-06-17,,In Progress,Ganja,
PR-2024-00191,2024-05-02,DEP-002,CAT-007,SUP-020,Direct Purchase,606,7.12,7.46,2024-05-07,2024-06-28,2024-07-04,Completed,Baku,3.7
PR-2025-00192,2025-02-09,DEP-001,CAT-003,SUP-007,Framework Agreement,37,435.89,431.11,2025-02-25,2025-03-04,2025-03-11,Completed,Baku,4.8
PR-2026-00193,2026-01-22,DEP-007,CAT-008,SUP-064,Direct Purchase,696,312.93,300.61,2026-02-19,2026-03-04,2026-02-28,Completed,Baku,4.2
PR-2026-00194,2026-03-31,DEP-011,CAT-007,SUP-009,Open Tender,169,3.92,3.33,2026-04-17,2026-04-25,2026-04-23,Completed,Lankaran,4.1
PR-2025-00195,2025-06-05,DEP-007,CAT-023,SUP-055,Open Tender,109,33.46,29.25,2025-06-12,2025-07-02,2025-07-09,Completed,Ganja,3.9
PR-2024-00196,2024-10-01,DEP-004,CAT-020,SUP-012,Direct Purchase,557,1.96,1.98,2024-10-05,2024-11-22,2024-12-03,Completed,Baku,3.5
PR-2024-00197,2024-12-15,DEP-011,CAT-018,SUP-098,Request for Quotation,8,6398.86,7280.1,2024-12-18,2025-01-09,2025-01-11,Completed,Baku,4.5
PR-2026-00198,2026-07-17,DEP-001,CAT-006,SUP-025,Direct Purchase,80,516.01,483.4,2026-08-04,2026-09-13,2026-09-13,Completed,Shaki,4.1
PR-2025-00199,2025-07-25,DEP-004,CAT-019,SUP-118,Open Tender,182,631.16,560.47,2025-07-31,2025-09-22,2025-09-22,Completed,Baku,3.1
PR-2024-00200,2024-07-08,DEP-011,CAT-008,SUP-017,Framework Agreement,252,46.38,44.34,2024-07-31,2024-08-25,2024-08-24,Completed,Baku,4.8
PR-2025-00201,2025-10-18,DEP-004,CAT-023,SUP-085,Request for Quotation,170,37.49,36.0,2025-11-06,2025-12-23,2025-12-15,Completed,Baku,4.3
PR-2025-00202,2025-03-11,DEP-001,CAT-005,SUP-090,Open Tender,23,615.39,539.68,2025-03-31,2025-04-17,,In Progress,Baku,
PR-2024-00203,2024-12-20,DEP-007,CAT-021,SUP-053,Framework Agreement,11,3173.77,3566.17,2024-12-26,2025-02-21,2025-02-24,Completed,Baku,4.3
PR-2024-00204,2024-03-22,DEP-002,CAT-015,SUP-114,Direct Purchase,2,8791.62,9253.23,2024-04-14,2024-05-15,2024-05-18,Completed,Baku,4.6
PR-2024-00205,2024-07-22,DEP-005,CAT-013,SUP-096,Request for Quotation,2,10078.82,9111.94,2024-08-14,2024-10-09,2024-10-13,Completed,Baku,4.4
PR-2024-00206,2024-02-04,DEP-004,CAT-003,SUP-027,Direct Purchase,8,719.79,680.6,2024-02-27,2024-04-02,2024-04-02,Completed,Baku,4.1
PR-2026-00207,2026-05-12,DEP-005,CAT-014,SUP-057,Framework Agreement,9,1636.05,1470.72,2026-06-01,2026-06-18,,Pending,Baku,
PR-2025-00208,2025-03-13,DEP-009,CAT-017,SUP-108,Request for Quotation,73,1709.04,1667.34,2025-04-01,2025-05-15,2025-05-25,Completed,Baku,3.9
PR-2026-00209,2026-05-26,DEP-005,CAT-011,SUP-029,Request for Quotation,2,5777.18,5361.75,2026-06-21,2026-07-14,2026-07-07,Completed,Baku,3.7
PR-2026-00210,2026-08-18,DEP-008,CAT-012,SUP-029,Request for Quotation,2,22251.63,20001.02,2026-08-29,2026-10-09,2026-10-12,Completed,Shirvan,3.6
PR-2026-00211,2026-01-12,DEP-004,CAT-003,SUP-054,Request for Quotation,43,338.52,329.15,2026-01-30,2026-03-15,2026-03-18,Completed,Baku,3.9
PR-2026-00212,2026-04-24,DEP-012,CAT-008,SUP-084,Direct Purchase,611,220.11,245.08,2026-05-22,2026-07-06,2026-07-05,Completed,Baku,5.0
PR-2026-00213,2026-07-05,DEP-004,CAT-004,SUP-100,Request for Quotation,66,535.86,519.93,2026-07-21,2026-08-27,2026-08-26,Completed,Baku,5.0
PR-2025-00214,2025-09-20,DEP-001,CAT-001,SUP-107,Open Tender,8,2851.93,2418.78,2025-10-07,2025-11-17,2025-11-14,Completed,Baku,4.2
PR-2024-00215,2024-09-06,DEP-008,CAT-024,SUP-109,Open Tender,206,495.39,434.38,2024-10-04,2024-10-11,2024-10-16,Completed,Ganja,4.6
PR-2026-00216,2026-04-25,DEP-007,CAT-024,SUP-077,Request for Quotation,204,37.26,32.76,2026-05-20,2026-06-15,2026-06-27,Completed,Baku,3.2
PR-2026-00217,2026-01-28,DEP-010,CAT-003,SUP-041,Direct Purchase,11,701.83,767.1,2026-02-08,2026-03-06,2026-02-22,Completed,Baku,4.7
PR-2025-00218,2025-09-19,DEP-002,CAT-024,SUP-093,Open Tender,415,176.01,144.68,2025-09-27,2025-11-02,2025-11-03,Completed,Baku,4.6
PR-2026-00219,2026-08-06,DEP-010,CAT-018,SUP-015,Open Tender,9,3298.2,2892.73,2026-08-15,2026-09-22,2026-09-23,Completed,Baku,4.2
PR-2024-00220,2024-10-14,DEP-005,CAT-010,SUP-120,Request for Quotation,117,116.99,104.13,2024-11-07,2024-11-16,2024-11-21,Completed,Baku,3.7
PR-2025-00221,2025-12-30,DEP-001,CAT-002,SUP-062,Open Tender,77,1612.01,1473.09,2026-01-02,2026-02-26,,In Progress,Baku,
PR-2025-00222,2025-05-24,DEP-005,CAT-017,SUP-027,Direct Purchase,46,621.52,614.74,2025-05-31,2025-06-15,2025-06-16,Completed,Baku,3.5
PR-2026-00223,2026-04-15,DEP-005,CAT-012,SUP-066,Open Tender,1,20708.62,23473.68,2026-04-25,2026-05-29,2026-06-11,Completed,Baku,3.3
PR-2024-00224,2024-08-22,DEP-005,CAT-009,SUP-036,Framework Agreement,62,222.2,214.71,2024-09-05,2024-10-15,2024-10-10,Completed,Baku,3.7
PR-2025-00225,2025-05-10,DEP-012,CAT-002,SUP-101,Open Tender,27,912.83,778.16,2025-05-14,2025-07-04,,Cancelled,Baku,
PR-2024-00226,2024-04-14,DEP-005,CAT-012,SUP-031,Open Tender,2,2208.48,2089.03,2024-04-28,2024-06-14,2024-06-18,Completed,Lankaran,4.4
PR-2026-00227,2026-07-30,DEP-007,CAT-007,SUP-017,Open Tender,633,7.53,7.03,2026-08-10,2026-08-18,,In Progress,Absheron,
PR-2025-00228,2025-05-17,DEP-007,CAT-007,SUP-100,Open Tender,940,3.05,2.8,2025-06-13,2025-07-24,2025-07-22,Completed,Ganja,4.5
PR-2024-00229,2024-02-20,DEP-012,CAT-008,SUP-021,Open Tender,464,334.13,285.24,2024-02-24,2024-03-30,2024-03-26,Completed,Shirvan,4.3
PR-2025-00230,2025-05-08,DEP-007,CAT-023,SUP-085,Open Tender,45,34.88,30.01,2025-05-17,2025-06-11,2025-05-31,Completed,Baku,4.4
PR-2026-00231,2026-08-19,DEP-002,CAT-007,SUP-009,Open Tender,934,35.55,30.71,2026-09-16,2026-11-07,2026-10-26,Completed,Shaki,4.4
PR-2025-00232,2025-06-12,DEP-001,CAT-003,SUP-041,Request for Quotation,44,319.72,294.58,2025-07-02,2025-08-09,2025-08-18,Completed,Baku,4.4
PR-2025-00233,2025-12-23,DEP-005,CAT-013,SUP-108,Framework Agreement,7,2277.92,1999.62,2026-01-09,2026-03-06,2026-03-02,Completed,Sumgayit,4.5
PR-2024-00234,2024-08-10,DEP-005,CAT-021,SUP-087,Request for Quotation,29,121.87,115.57,2024-08-30,2024-09-22,2024-10-03,Completed,Baku,4.5
PR-2024-00235,2024-09-14,DEP-011,CAT-007,,Direct Purchase,482,5.75,5.91,2024-09-21,2024-09-28,,Pending,Baku,
PR-2025-00236,2025-07-01,DEP-010,CAT-024,SUP-077,Open Tender,249,11.59,12.01,2025-07-03,2025-08-10,,Pending,Baku,
PR-2025-00237,2025-10-27,DEP-005,CAT-014,SUP-115,Request for Quotation,4,552.37,507.41,2025-11-09,2025-11-30,2025-12-03,Completed,Baku,2.9
PR-2026-00238,2026-03-31,DEP-012,CAT-001,SUP-040,Request for Quotation,10,2352.07,2184.37,2026-04-16,2026-05-24,2026-05-25,Completed,Baku,4.4
PR-2025-00239,2025-12-28,DEP-003,CAT-016,SUP-083,Request for Quotation,4,15915.85,15474.09,2026-01-18,2026-03-18,,Pending,Sumgayit,
PR-2026-00240,2026-01-15,DEP-012,CAT-008,SUP-020,Direct Purchase,81,349.62,342.0,2026-01-22,2026-02-06,2026-02-10,Completed,Shirvan,4.4
PR-2026-00241,2026-04-03,DEP-005,CAT-009,SUP-037,Request for Quotation,69,182.17,174.44,2026-04-21,2026-05-01,2026-05-07,Completed,Baku,2.8
PR-2025-00242,2025-12-01,DEP-007,CAT-021,SUP-049,Open Tender,43,189.42,207.42,2025-12-04,2026-01-19,2026-01-23,Completed,Baku,4.0
PR-2025-00243,2025-01-23,DEP-005,CAT-020,SUP-067,Open Tender,44,2.1,1.65,2025-01-30,2025-03-01,2025-03-13,Completed,Baku,4.4
PR-2025-00244,2025-09-12,DEP-001,CAT-002,SUP-001,Request for Quotation,44,2574.52,2469.66,2025-10-01,2025-11-12,2025-11-09,Completed,Shaki,3.9
PR-2026-00245,2026-04-05,DEP-012,CAT-007,SUP-009,Open Tender,543,13.56,12.46,2026-04-24,2026-05-06,2026-05-04,Completed,Baku,3.6
PR-2024-00246,2024-11-02,DEP-002,CAT-007,SUP-086,Request for Quotation,469,9.35,8.6,2024-11-18,2024-12-10,2024-11-30,Completed,Baku,3.9
PR-2024-00247,2024-09-25,DEP-008,CAT-012,SUP-039,Open Tender,10,672.82,626.52,2024-10-15,2024-11-29,2024-12-11,Completed,Ganja,4.3
PR-2025-00248,2025-12-01,DEP-009,CAT-017,SUP-076,Request for Quotation,100,869.91,828.19,2025-12-25,2026-02-05,2026-02-08,Completed,Baku,4.3
PR-2024-00249,2024-03-22,DEP-012,CAT-017,SUP-112,Direct Purchase,29,1646.67,1817.79,2024-04-11,2024-04-28,,Cancelled,Baku,
PR-2025-00250,2025-03-06,DEP-008,CAT-012,SUP-023,Direct Purchase,8,15323.45,16791.94,2025-03-31,2025-04-12,2025-04-18,Completed,Ganja,4.3
PR-2024-00251,2024-05-05,DEP-001,CAT-006,SUP-025,Framework Agreement,9,313.58,301.96,2024-05-19,2024-06-05,2024-06-02,Completed,Baku,4.6
PR-2024-00252,2024-11-27,DEP-005,CAT-012,SUP-119,Open Tender,10,313.79,295.59,2024-12-02,2025-01-04,2025-01-05,Completed,Baku,4.4
PR-2024-00253,2024-11-17,DEP-005,CAT-010,SUP-094,Request for Quotation,181,123.46,114.63,2024-11-19,2024-12-21,2024-12-25,Completed,Baku,3.9
PR-2024-00254,2024-04-16,DEP-001,CAT-005,SUP-025,Open Tender,66,2063.7,1908.31,2024-04-18,2024-05-16,2024-05-14,Completed,Baku,4.7
PR-2025-00255,2025-09-27,DEP-005,CAT-015,SUP-056,Request for Quotation,3,5805.07,6827.3,2025-10-18,2025-11-22,2025-11-24,Completed,Baku,4.9
PR-2025-00256,2025-07-19,DEP-003,CAT-017,SUP-097,Request for Quotation,81,1130.01,1036.77,2025-07-26,2025-08-30,,In Progress,Lankaran,
PR-2024-00257,2024-01-05,DEP-002,CAT-008,SUP-068,Request for Quotation,57,154.32,159.03,2024-01-09,2024-02-15,2024-02-13,Completed,Mingachevir,4.3
PR-2024-00258,2024-11-26,DEP-011,CAT-007,SUP-082,Request for Quotation,402,24.33,21.81,2024-11-29,2024-12-20,2024-12-16,Completed,Baku,4.8
PR-2025-00259,2025-03-26,DEP-005,CAT-009,SUP-045,Request for Quotation,82,416.52,463.98,2025-04-21,2025-05-09,2025-05-05,Completed,Shaki,3.7
PR-2026-00260,2026-06-26,DEP-006,CAT-007,SUP-070,Direct Purchase,454,9.04,8.7,2026-07-20,2026-07-28,,Pending,Baku,
PR-2024-00261,2024-04-01,DEP-001,CAT-002,SUP-101,Direct Purchase,61,1038.99,1018.26,2024-04-22,2024-06-16,2024-06-15,Completed,Baku,4.2
PR-2026-00262,2026-07-14,DEP-003,CAT-015,SUP-056,Request for Quotation,2,7119.58,7008.2,2026-07-28,2026-09-07,2026-08-28,Completed,Baku,4.7
PR-2025-00263,2025-03-22,DEP-005,CAT-011,SUP-029,Open Tender,6,608.43,509.85,2025-04-08,2025-04-28,,In Progress,Baku,
PR-2026-00264,2026-06-12,DEP-004,CAT-019,SUP-005,Open Tender,534,4570.2,3909.21,2026-06-24,2026-08-17,,Pending,Baku,
PR-2024-00265,2024-01-24,DEP-006,CAT-007,SUP-070,Direct Purchase,298,39.45,43.11,2024-02-11,2024-02-23,2024-02-20,Completed,Baku,4.0
PR-2026-00266,2026-06-07,DEP-004,CAT-019,SUP-118,Open Tender,390,895.93,917.56,2026-07-05,2026-07-19,2026-08-03,Completed,Sumgayit,3.5
PR-2026-00267,2026-06-02,DEP-008,CAT-007,SUP-020,Request for Quotation,427,16.05,14.75,2026-06-17,2026-08-15,2026-08-24,Completed,Ganja,3.8
PR-2024-00268,2024-05-11,DEP-001,CAT-002,SUP-062,Open Tender,58,2561.19,2507.46,2024-05-24,2024-07-09,,In Progress,Baku,
PR-2025-00269,2025-05-25,DEP-005,CAT-013,SUP-028,Direct Purchase,6,2247.71,2230.57,2025-06-12,2025-07-20,,In Progress,Baku,
PR-2025-00270,2025-02-12,DEP-002,CAT-015,SUP-074,Open Tender,1,6377.73,5361.4,2025-02-16,2025-03-10,,Pending,Baku,
PR-2025-00271,2025-04-18,DEP-008,CAT-009,SUP-094,Open Tender,98,379.58,369.84,2025-04-24,2025-05-29,2025-05-24,Completed,Ganja,4.1
PR-2025-00272,2025-11-20,DEP-007,CAT-007,SUP-070,Request for Quotation,714,2.06,1.87,2025-11-23,2025-12-15,2025-12-07,Completed,Baku,4.6
PR-2024-00273,2024-12-30,DEP-005,CAT-011,SUP-023,Open Tender,9,10480.85,9170.88,2025-01-19,2025-02-04,,In Progress,Baku,
PR-2025-00274,2025-11-11,DEP-005,CAT-011,SUP-023,Open Tender,12,1516.81,1402.41,2025-11-17,2025-12-28,,In Progress,Baku,
PR-2024-00275,2024-02-16,DEP-005,CAT-012,SUP-029,Open Tender,2,787.52,730.5,2024-03-07,2024-04-15,2024-04-23,Completed,Baku,3.1
PR-2025-00276,2025-05-06,DEP-008,CAT-007,SUP-064,Framework Agreement,856,2.95,2.74,2025-05-12,2025-05-26,2025-05-18,Completed,Ganja,3.9
PR-2025-00277,2025-04-15,DEP-009,CAT-008,SUP-020,Open Tender,820,33.98,31.02,2025-05-13,2025-07-08,2025-07-10,Completed,Mingachevir,4.2
PR-2024-00278,2024-12-22,DEP-010,CAT-007,SUP-009,Request for Quotation,621,32.67,34.53,2025-01-05,2025-01-24,2025-01-22,Completed, BAKU ,4.2
PR-2026-00279,2026-01-29,DEP-001,CAT-018,SUP-081,Open Tender,5,4190.93,4132.86,2026-02-09,2026-03-05,2026-03-02,Completed,Shirvan,4.8
PR-2026-00280,2026-01-20,DEP-008,CAT-007,SUP-021,Request for Quotation,972,23.76,22.46,2026-01-25,2026-03-09,2026-03-07,Completed,Ganja,4.7
PR-2024-00281,2024-09-10,DEP-002,CAT-015,SUP-083,Open Tender,1,6088.55,5806.11,2024-10-07,2024-11-07,,Pending,Baku,
PR-2024-00282,2024-05-25,DEP-009,CAT-017,SUP-071,Request for Quotation,58,229.19,225.29,2024-06-02,2024-07-26,2024-08-02,Completed,Baku,4.1
PR-2024-00283,2024-10-18,DEP-005,CAT-009,SUP-046,Direct Purchase,174,611.85,627.87,2024-10-26,2024-12-22,,In Progress,Baku,
PR-2024-00284,2024-02-02,DEP-004,CAT-010,SUP-094,Open Tender,105,563.51,503.44,2024-02-14,2024-03-14,,In Progress,Ganja,
PR-2025-00285,2025-06-07,DEP-011,CAT-008,SUP-021,Framework Agreement,621,52.9,50.03,2025-06-25,2025-07-04,2025-06-28,Completed,Baku,4.6
PR-2024-00286,2024-04-01,DEP-001,CAT-015,SUP-080,Request for Quotation,4,11934.36,11050.43,2024-04-24,2024-06-16,2024-06-20,Completed,Baku,4.5
PR-2026-00287,2026-01-05,DEP-001,CAT-005,SUP-062,Framework Agreement,54,607.11,544.81,2026-01-10,2026-01-26,2026-01-25,Completed,Baku,4.0
PR-2026-00288,2026-01-16,DEP-001,CAT-004,SUP-007,Open Tender,18,5832.59,6403.27,2026-02-11,2026-03-16,2026-03-16,Completed,Baku,4.0
PR-2024-00289,2024-07-04,DEP-009,CAT-004,SUP-001,Open Tender,79,1906.58,1699.77,2024-08-01,2024-09-28,2024-09-30,Completed,Baku,4.0
PR-2024-00290,2024-07-15,DEP-006,CAT-016,SUP-026,Request for Quotation,5,3196.41,3097.44,2024-08-06,2024-09-01,2024-09-11,Completed,Mingachevir,5.0
PR-2024-00291,2024-08-05,DEP-008,CAT-011,SUP-039,Open Tender,1,3184.2,2914.6,2024-08-28,2024-10-15,,Pending,Shaki,
PR-2024-00292,2024-04-28,DEP-009,CAT-017,SUP-076,Request for Quotation,67,220.46,198.27,2024-05-17,2024-07-06,2024-06-30,Completed,Sumgayit,4.8
PR-2026-00293,2026-07-10,DEP-005,CAT-014,SUP-028,Direct Purchase,11,3005.52,2947.29,2026-07-25,2026-08-03,2026-07-25,Completed,Baku,4.2
PR-2024-00294,2024-10-12,DEP-003,CAT-016,SUP-080,Open Tender,3,5980.84,5083.99,2024-10-17,2024-10-26,,Pending,Baku,
PR-2026-00295,2026-07-30,DEP-005,CAT-009,SUP-103,Open Tender,91,539.97,471.06,2026-08-10,2026-09-25,2026-10-04,Completed,Baku,4.2
PR-2024-00296,2024-10-08,DEP-004,CAT-006,SUP-100,Request for Quotation,42,1873.0,1703.9,2024-10-14,2024-11-03,2024-11-06,Completed,Baku,5.0
PR-2024-00297,2024-02-07,DEP-010,CAT-024,SUP-038,Open Tender,302,10.26,8.69,2024-02-29,2024-04-22,2024-04-16,Completed,Baku,4.3
PR-2024-00298,2024-02-19,DEP-004,CAT-001,SUP-062,Open Tender,52,,1113.95,2024-02-28,2024-04-21,2024-04-23,Completed,Baku,4.1
PR-2026-00299,2026-07-24,DEP-006,CAT-007,SUP-009,Framework Agreement,112,48.79,45.0,2026-08-17,2026-09-21,2026-09-17,Completed,Baku,4.3
PR-2025-00300,2025-08-31,DEP-009,CAT-023,SUP-105,Direct Purchase,115,34.99,30.81,2025-09-16,2025-11-09,2025-11-11,Completed,Lankaran,3.2
PR-2024-00301,2024-02-08,DEP-005,CAT-013,SUP-096,Open Tender,10,6860.35,6213.83,2024-02-23,2024-03-29,2024-03-19,Completed,Baku,4.3
PR-2024-00302,2024-02-27,DEP-007,CAT-008,SUP-082,Request for Quotation,133,126.92,119.43,2024-03-13,2024-04-04,2024-03-30,Completed,Baku,4.9
PR-2025-00303,2025-10-07,DEP-002,CAT-016,SUP-006,Request for Quotation,3,22951.4,26132.79,2025-10-11,2025-12-09,2025-12-13,Completed,Baku,3.7
PR-2024-00304,2024-06-29,DEP-006,CAT-015,SUP-080,Direct Purchase,3,4247.22,3951.88,2024-07-17,2024-08-21,2024-08-17,Completed,Baku,4.7
PR-2024-00305,2024-04-13,DEP-005,CAT-010,SUP-089,Direct Purchase,196,246.82,231.52,2024-04-25,2024-06-15,2024-06-29,Completed,Lankaran,3.1
PR-2024-00306,2024-05-27,DEP-003,CAT-006,SUP-025,Framework Agreement,27,2011.91,2095.87,2024-06-05,2024-07-05,2024-06-25,Completed,Baku,4.8
PR-2025-00307,2025-04-04,DEP-007,CAT-023,SUP-085,Open Tender,480,12.6,11.04,2025-04-27,2025-05-18,2025-05-17,Completed,Baku,5.0
PR-2026-00308,2026-06-21,DEP-003,CAT-015,SUP-080,Request for Quotation,2,2785.56,2625.89,2026-07-04,2026-07-21,2026-07-16,Completed,Baku,4.6
PR-2025-00309,2025-07-29,DEP-006,CAT-007,,Direct Purchase,1000,12.91,12.91,2025-08-24,2025-09-29,2025-09-26,Completed,Baku,4.6
PR-2025-00310,2025-07-23,DEP-005,CAT-011,SUP-066,Open Tender,10,3900.48,3106.97,2025-08-09,2025-08-16,2025-08-19,Completed,Baku,2.7
PR-2024-00311,2024-09-12,DEP-002,CAT-007,SUP-021,Request for Quotation,432,23.29,22.51,2024-09-14,2024-10-11,,Cancelled,Baku,
PR-2025-00312,2025-10-06,DEP-002,CAT-008,SUP-082,Direct Purchase,753,41.11,40.92,2025-10-24,2025-11-12,2025-11-06,Completed,Baku,4.5
PR-2024-00313,2024-04-25,DEP-003,CAT-017,SUP-076,Open Tender,17,1247.73,1080.53,2024-05-19,2024-07-12,2024-07-10,Completed,Baku,3.9
PR-2025-00314,2025-09-17,DEP-001,CAT-006,SUP-025,Request for Quotation,59,4701.57,4339.75,2025-10-06,2025-10-24,2025-11-05,Completed,Baku,4.2
PR-2025-00315,2025-12-07,DEP-005,CAT-011,SUP-023,Framework Agreement,12,645.43,583.21,2025-12-16,2026-01-12,,In Progress,Shaki,
PR-2024-00316,2024-04-01,DEP-005,CAT-010,SUP-018,Request for Quotation,95,450.71,438.67,2024-04-24,2024-05-04,2024-05-10,Completed,Baku,4.1
PR-2025-00317,2025-07-26,DEP-001,CAT-010,SUP-046,Request for Quotation,123,716.89,689.45,2025-08-09,2025-08-28,2025-08-16,Completed,Mingachevir,4.7
PR-2024-00318,2024-04-28,DEP-008,CAT-006,SUP-100,Request for Quotation,40,2645.1,2601.63,2024-05-16,2024-07-09,2024-07-06,Completed, GANJA ,4.6
PR-2024-00319,2024-02-07,DEP-006,CAT-007,SUP-082,Direct Purchase,98,3.34,3.39,2024-03-01,2024-04-21,2024-04-19,Completed,Baku,5.0
PR-2025-00320,2025-10-19,DEP-005,CAT-013,SUP-035,Request for Quotation,1,26654.32,24930.25,2025-11-12,2025-12-30,2026-01-06,Completed,Baku,3.4
PR-2025-00321,2025-07-04,DEP-004,CAT-011,SUP-039,Request for Quotation,5,753.79,705.51,2025-07-27,2025-08-27,2025-08-21,Completed,Baku,4.0
PR-2025-00322,2025-12-30,DEP-004,CAT-020,SUP-016,Open Tender,758,2.41,2.51,2026-01-07,2026-02-20,2026-02-28,Completed,Baku,2.8
PR-2024-00323,2024-03-11,DEP-005,CAT-014,SUP-010,Direct Purchase,8,1571.62,1522.59,2024-03-29,2024-04-12,2024-04-02,Completed,Baku,4.3
PR-2025-00324,2025-06-13,DEP-002,CAT-008,SUP-064,Request for Quotation,905,,50.32,2025-07-07,2025-08-15,2025-08-07,Completed, BAKU ,5.0
PR-2026-00325,2026-05-05,DEP-007,CAT-023,SUP-069,Request for Quotation,229,42.0,39.17,2026-05-12,2026-05-21,2026-05-28,Completed,Baku,4.9
PR-2026-00326,2026-04-01,DEP-004,CAT-019,,Open Tender,227,949.49,862.16,2026-04-20,2026-06-07,2026-05-29,Completed,Baku,4.4
PR-2024-00327,2024-11-04,DEP-008,CAT-011,SUP-039,Request for Quotation,2,2156.15,2005.6,2024-11-06,2024-12-08,2024-12-09,Completed,Ganja,3.9
PR-2024-00328,2024-11-10,DEP-004,CAT-011,SUP-023,Open Tender,10,11308.85,9704.69,2024-11-17,2024-12-26,,Cancelled,Ganja,
PR-2026-00329,2026-04-21,DEP-008,CAT-020,SUP-106,Request for Quotation,238,1.38,1.21,2026-04-24,2026-05-25,2026-05-28,Completed,Absheron,3.6
